sample_id,depth,nrs_trip_code,nrs_sample_code,amplicon,g__Chattonella_abundance_20K,g__Heterosigma_abundance_20K,g__Pseudochattonella_abundance_20K,g__Trichodesmium_abundance_20K,s__Noctiluca_scintillans_abundance_20K
102.100.100/34115,0.0,PHB20160502,PHB20160502_0,18Sv4F18Sv4R_v4_eukaryote,,1,1,,
102.100.100/34116,10.0,PHB20160502,PHB20160502_10,18Sv4F18Sv4R_v4_eukaryote,,2,1,,
102.100.100/34116,10.0,PHB20160502,PHB20160502_10,27f519r_bacteria,,,,1,
102.100.100/34117,25.0,PHB20160502,PHB20160502_25,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34117,25.0,PHB20160502,PHB20160502_25,27f519r_bacteria,,,,12,
102.100.100/34118,50.0,PHB20160502,PHB20160502_50,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/34119,75.0,PHB20160502,PHB20160502_75,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34121,0.0,PHB20160407,PHB20160407_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34121,0.0,PHB20160407,PHB20160407_0,27f519r_bacteria,,,,16,
102.100.100/34122,10.0,PHB20160407,PHB20160407_10,18Sv4F18Sv4R_v4_eukaryote,,1,,,17
102.100.100/34122,10.0,PHB20160407,PHB20160407_10,27f519r_bacteria,,,,119,
102.100.100/34123,25.0,PHB20160407,PHB20160407_25,18Sv4F18Sv4R_v4_eukaryote,,,2,,27
102.100.100/34123,25.0,PHB20160407,PHB20160407_25,27f519r_bacteria,,,,26,
102.100.100/34124,50.0,PHB20160407,PHB20160407_50,18Sv4F18Sv4R_v4_eukaryote,,,,,8
102.100.100/34124,50.0,PHB20160407,PHB20160407_50,27f519r_bacteria,,,,24,
102.100.100/34125,75.0,PHB20160407,PHB20160407_75,27f519r_bacteria,,,,1,
102.100.100/34126,100.0,PHB20160407,PHB20160407_100,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34126,100.0,PHB20160407,PHB20160407_100,27f519r_bacteria,,,,11,
102.100.100/34127,0.0,PHB20160201,PHB20160201_0,18Sv4F18Sv4R_v4_eukaryote,,2,1,,15
102.100.100/34127,0.0,PHB20160201,PHB20160201_0,27f519r_bacteria,,,,1,
102.100.100/34128,10.0,PHB20160201,PHB20160201_10,18Sv4F18Sv4R_v4_eukaryote,,1,4,,2
102.100.100/34128,10.0,PHB20160201,PHB20160201_10,27f519r_bacteria,,,,4,
102.100.100/34129,25.0,PHB20160201,PHB20160201_25,18Sv4F18Sv4R_v4_eukaryote,,2,2,,14
102.100.100/34129,25.0,PHB20160201,PHB20160201_25,27f519r_bacteria,,,,6,
102.100.100/34130,50.0,PHB20160201,PHB20160201_50,18Sv4F18Sv4R_v4_eukaryote,,,2,,27
102.100.100/34131,75.0,PHB20160201,PHB20160201_75,27f519r_bacteria,,,,26,
102.100.100/34133,0.0,PHB20160229,PHB20160229_0,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/34133,0.0,PHB20160229,PHB20160229_0,27f519r_bacteria,,,,17,
102.100.100/34134,10.0,PHB20160229,PHB20160229_10,18Sv4F18Sv4R_v4_eukaryote,,,9,,2
102.100.100/34134,10.0,PHB20160229,PHB20160229_10,27f519r_bacteria,,,,6,
102.100.100/34135,25.0,PHB20160229,PHB20160229_25,18Sv4F18Sv4R_v4_eukaryote,,,,,86
102.100.100/34135,25.0,PHB20160229,PHB20160229_25,27f519r_bacteria,,,,3,
102.100.100/34136,50.0,PHB20160229,PHB20160229_50,18Sv4F18Sv4R_v4_eukaryote,,,,,29
102.100.100/34136,50.0,PHB20160229,PHB20160229_50,27f519r_bacteria,,,,17,
102.100.100/34137,75.0,PHB20160229,PHB20160229_75,18Sv4F18Sv4R_v4_eukaryote,,,,,4
102.100.100/34137,75.0,PHB20160229,PHB20160229_75,27f519r_bacteria,,,,2,
102.100.100/34138,100.0,PHB20160229,PHB20160229_100,18Sv4F18Sv4R_v4_eukaryote,,,,,3
102.100.100/34138,100.0,PHB20160229,PHB20160229_100,27f519r_bacteria,,,,5,
102.100.100/34139,0.0,MAI20151216,MAI20151216_0,18Sv4F18Sv4R_v4_eukaryote,,1,16,,124
102.100.100/34140,10.0,MAI20151216,MAI20151216_10,18Sv4F18Sv4R_v4_eukaryote,,,6,,36
102.100.100/34141,20.0,MAI20151216,MAI20151216_20,18Sv4F18Sv4R_v4_eukaryote,,2,9,,140
102.100.100/34142,50.0,MAI20151216,MAI20151216_50,18Sv4F18Sv4R_v4_eukaryote,,,13,,6
102.100.100/34143,75.0,MAI20151216,MAI20151216_75,18Sv4F18Sv4R_v4_eukaryote,,,1,,20
102.100.100/34144,85.0,MAI20151216,MAI20151216_85,18Sv4F18Sv4R_v4_eukaryote,,,,,13
102.100.100/34145,0.0,MAI20160209,MAI20160209_0,18Sv4F18Sv4R_v4_eukaryote,,2,86,,
102.100.100/34146,10.0,MAI20160209,MAI20160209_10,18Sv4F18Sv4R_v4_eukaryote,,13,76,,1
102.100.100/34147,20.0,MAI20160209,MAI20160209_20,18Sv4F18Sv4R_v4_eukaryote,,48,35,,
102.100.100/34148,50.0,MAI20160209,MAI20160209_50,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/34151,0.0,MAI20160303,MAI20160303_0,18Sv4F18Sv4R_v4_eukaryote,,69,35,,18
102.100.100/34152,10.0,MAI20160303,MAI20160303_10,18Sv4F18Sv4R_v4_eukaryote,,185,20,,16
102.100.100/34153,20.0,MAI20160303,MAI20160303_20,18Sv4F18Sv4R_v4_eukaryote,,156,30,,17
102.100.100/34154,50.0,MAI20160303,MAI20160303_50,18Sv4F18Sv4R_v4_eukaryote,1,22,24,,19
102.100.100/34155,75.0,MAI20160303,MAI20160303_75,18Sv4F18Sv4R_v4_eukaryote,,8,14,,5
102.100.100/34156,85.0,MAI20160303,MAI20160303_85,18Sv4F18Sv4R_v4_eukaryote,,3,11,,
102.100.100/34157,0.0,MAI20160321,MAI20160321_0,18Sv4F18Sv4R_v4_eukaryote,,3,29,,168
102.100.100/34157,0.0,MAI20160321,MAI20160321_0,27f519r_bacteria,,,,38,
102.100.100/34158,10.0,MAI20160321,MAI20160321_10,18Sv4F18Sv4R_v4_eukaryote,,6,15,,99
102.100.100/34159,20.0,MAI20160321,MAI20160321_20,18Sv4F18Sv4R_v4_eukaryote,,17,20,,181
102.100.100/34160,50.0,MAI20160321,MAI20160321_50,18Sv4F18Sv4R_v4_eukaryote,,1,19,,
102.100.100/34161,75.0,MAI20160321,MAI20160321_75,18Sv4F18Sv4R_v4_eukaryote,,,19,,5
102.100.100/34162,85.0,MAI20160321,MAI20160321_85,18Sv4F18Sv4R_v4_eukaryote,,,12,,35
102.100.100/34163,0.0,ROT20160413,ROT20160413_0,18Sv4F18Sv4R_v4_eukaryote,,,3,,3
102.100.100/34165,20.0,ROT20160413,ROT20160413_20,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34165,20.0,ROT20160413,ROT20160413_20,27f519r_bacteria,,,,1,
102.100.100/34166,30.0,ROT20160413,ROT20160413_30,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34168,47.0,ROT20160413,ROT20160413_47,18Sv4F18Sv4R_v4_eukaryote,,,4,,2
102.100.100/34169,0.0,ROT20151215,ROT20151215_0,18Sv4F18Sv4R_v4_eukaryote,,,111,,1
102.100.100/34169,0.0,ROT20151215,ROT20151215_0,27f519r_bacteria,,,,57,
102.100.100/34170,10.0,ROT20151215,ROT20151215_10,18Sv4F18Sv4R_v4_eukaryote,,,74,,
102.100.100/34170,10.0,ROT20151215,ROT20151215_10,27f519r_bacteria,,,,7,
102.100.100/34171,20.0,ROT20151215,ROT20151215_20,18Sv4F18Sv4R_v4_eukaryote,,,73,,
102.100.100/34171,20.0,ROT20151215,ROT20151215_20,27f519r_bacteria,,,,2,
102.100.100/34172,30.0,ROT20151215,ROT20151215_30,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34172,30.0,ROT20151215,ROT20151215_30,27f519r_bacteria,,,,10,
102.100.100/34173,40.0,ROT20151215,ROT20151215_40,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34173,40.0,ROT20151215,ROT20151215_40,27f519r_bacteria,,,,5,
102.100.100/34174,47.0,ROT20151215,ROT20151215_47,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34174,47.0,ROT20151215,ROT20151215_47,27f519r_bacteria,,,,3,
102.100.100/34175,0.0,ROT20160324,ROT20160324_0,18Sv4F18Sv4R_v4_eukaryote,,,18,,
102.100.100/34176,10.0,ROT20160324,ROT20160324_10,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/34177,20.0,ROT20160324,ROT20160324_20,18Sv4F18Sv4R_v4_eukaryote,,,19,,
102.100.100/34178,30.0,ROT20160324,ROT20160324_30,18Sv4F18Sv4R_v4_eukaryote,,,27,,
102.100.100/34179,40.0,ROT20160324,ROT20160324_40,18Sv4F18Sv4R_v4_eukaryote,,,19,,
102.100.100/34180,47.0,ROT20160324,ROT20160324_47,18Sv4F18Sv4R_v4_eukaryote,,,32,,
102.100.100/34181,0.0,ROT20160502,ROT20160502_0,18Sv4F18Sv4R_v4_eukaryote,,,7,,3
102.100.100/34181,0.0,ROT20160502,ROT20160502_0,27f519r_bacteria,,,,8,
102.100.100/34182,10.0,ROT20160502,ROT20160502_10,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/34182,10.0,ROT20160502,ROT20160502_10,27f519r_bacteria,,,,3,
102.100.100/34183,20.0,ROT20160502,ROT20160502_20,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34184,30.0,ROT20160502,ROT20160502_30,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34185,40.0,ROT20160502,ROT20160502_40,18Sv4F18Sv4R_v4_eukaryote,,,13,,
102.100.100/34186,46.0,ROT20160502,ROT20160502_46,18Sv4F18Sv4R_v4_eukaryote,,,13,,
102.100.100/34187,0.0,ROT20160223,ROT20160223_0,18Sv4F18Sv4R_v4_eukaryote,,,113,,
102.100.100/34188,10.0,ROT20160223,ROT20160223_10,18Sv4F18Sv4R_v4_eukaryote,,,73,,
102.100.100/34189,20.0,ROT20160223,ROT20160223_20,18Sv4F18Sv4R_v4_eukaryote,,,56,,
102.100.100/34190,30.0,ROT20160223,ROT20160223_30,18Sv4F18Sv4R_v4_eukaryote,,,25,,
102.100.100/34191,40.0,ROT20160223,ROT20160223_40,18Sv4F18Sv4R_v4_eukaryote,,,22,,
102.100.100/34192,46.0,ROT20160223,ROT20160223_46,18Sv4F18Sv4R_v4_eukaryote,,,19,,
102.100.100/34193,20.0,NSI20151119,NSI20151119_20,18Sv4F18Sv4R_v4_eukaryote,,,39,,
102.100.100/34194,0.0,PHB20151215,PHB20151215_0,18Sv4F18Sv4R_v4_eukaryote,,,11,,4471
102.100.100/34195,10.0,PHB20151215,PHB20151215_10,18Sv4F18Sv4R_v4_eukaryote,,3,6,,6837
102.100.100/34196,25.0,PHB20151215,PHB20151215_25,18Sv4F18Sv4R_v4_eukaryote,,,10,,2523
102.100.100/34197,50.0,PHB20151215,PHB20151215_50,18Sv4F18Sv4R_v4_eukaryote,,2,,,4475
102.100.100/34198,75.0,PHB20151215,PHB20151215_75,18Sv4F18Sv4R_v4_eukaryote,,2,1,,649
102.100.100/34199,0.0,YON20151203,YON20151203_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,1
102.100.100/34199,0.0,YON20151203,YON20151203_0,27f519r_bacteria,,,,118,
102.100.100/34200,10.0,YON20151203,YON20151203_10,18Sv4F18Sv4R_v4_eukaryote,,,5,,1
102.100.100/34200,10.0,YON20151203,YON20151203_10,27f519r_bacteria,,,,79,
102.100.100/34201,20.0,YON20151203,YON20151203_20,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/34201,20.0,YON20151203,YON20151203_20,27f519r_bacteria,,,,11,
102.100.100/34202,26.0,YON20151203,YON20151203_26,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/34202,26.0,YON20151203,YON20151203_26,27f519r_bacteria,,,,1,
102.100.100/34203,0.0,YON20160122,YON20160122_0,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/34203,0.0,YON20160122,YON20160122_0,27f519r_bacteria,,,,124,
102.100.100/34204,10.0,YON20160122,YON20160122_10,18Sv4F18Sv4R_v4_eukaryote,,,,,4
102.100.100/34204,10.0,YON20160122,YON20160122_10,27f519r_bacteria,,,,134,
102.100.100/34205,20.0,YON20160122,YON20160122_20,18Sv4F18Sv4R_v4_eukaryote,,,3,,3
102.100.100/34205,20.0,YON20160122,YON20160122_20,27f519r_bacteria,,,,59,
102.100.100/34206,26.0,YON20160122,YON20160122_26,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/34206,26.0,YON20160122,YON20160122_26,27f519r_bacteria,,,,41,
102.100.100/34207,0.0,YON20160215,YON20160215_0,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34207,0.0,YON20160215,YON20160215_0,27f519r_bacteria,,,,247,
102.100.100/34208,10.0,YON20160215,YON20160215_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34208,10.0,YON20160215,YON20160215_10,27f519r_bacteria,,,,233,
102.100.100/34209,20.0,YON20160215,YON20160215_20,27f519r_bacteria,,,,60,
102.100.100/34210,26.0,YON20160215,YON20160215_26,27f519r_bacteria,,,,74,
102.100.100/34211,0.0,NSI20151119,NSI20151119_0,18Sv4F18Sv4R_v4_eukaryote,,,33,,
102.100.100/34212,10.0,NSI20151119,NSI20151119_10,18Sv4F18Sv4R_v4_eukaryote,,,30,,
102.100.100/34213,30.0,NSI20151119,NSI20151119_30,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/34214,40.0,NSI20151119,NSI20151119_40,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/34216,0.0,DAR20151117,DAR20151117_0,18Sv4F18Sv4R_v4_eukaryote,,2,1,,
102.100.100/34216,0.0,DAR20151117,DAR20151117_0,27f519r_bacteria,,,,121,
102.100.100/34217,10.0,DAR20151117,DAR20151117_10,27f519r_bacteria,,,,15,
102.100.100/34218,19.0,DAR20151117,DAR20151117_19,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34218,19.0,DAR20151117,DAR20151117_19,27f519r_bacteria,,,,5,
102.100.100/34219,0.0,DAR20160201_2130,DAR20160201_2130_0,18Sv4F18Sv4R_v4_eukaryote,,15,,,50
102.100.100/34219,0.0,DAR20160201_2130,DAR20160201_2130_0,27f519r_bacteria,,,,7,
102.100.100/34220,10.0,DAR20160201_2130,DAR20160201_2130_10,18Sv4F18Sv4R_v4_eukaryote,1,4,,,72
102.100.100/34221,10.0,DAR20160202_0630,DAR20160202_0630_10,18Sv4F18Sv4R_v4_eukaryote,1,1,,,16
102.100.100/34221,10.0,DAR20160202_0630,DAR20160202_0630_10,27f519r_bacteria,,,,2,
102.100.100/34222,10.0,DAR20160202_0330,DAR20160202_0330_10,18Sv4F18Sv4R_v4_eukaryote,,6,,,8
102.100.100/34223,17.0,DAR20160202_0330,DAR20160202_0330_17,18Sv4F18Sv4R_v4_eukaryote,2,1,,,16
102.100.100/34224,0.0,KAI20160223,KAI20160223_0,18Sv4F18Sv4R_v4_eukaryote,,,165,,41
102.100.100/34225,10.0,KAI20160223,KAI20160223_10,18Sv4F18Sv4R_v4_eukaryote,,,67,,76
102.100.100/34226,20.0,KAI20160223,KAI20160223_20,18Sv4F18Sv4R_v4_eukaryote,,,16,,24
102.100.100/34227,50.0,KAI20160223,KAI20160223_50,18Sv4F18Sv4R_v4_eukaryote,,,,,15
102.100.100/34228,75.0,KAI20160223,KAI20160223_75,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34229,100.0,KAI20160223,KAI20160223_100,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34230,0.0,YON20160503,YON20160503_0,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34230,0.0,YON20160503,YON20160503_0,27f519r_bacteria,,,,63,
102.100.100/34231,10.0,YON20160503,YON20160503_10,18Sv4F18Sv4R_v4_eukaryote,,,5,,1
102.100.100/34231,10.0,YON20160503,YON20160503_10,27f519r_bacteria,,,,47,
102.100.100/34232,20.0,YON20160503,YON20160503_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34232,20.0,YON20160503,YON20160503_20,27f519r_bacteria,,,,2,
102.100.100/34233,26.0,YON20160503,YON20160503_26,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34234,16.0,DAR20160201_2130,DAR20160201_2130_16,18Sv4F18Sv4R_v4_eukaryote,4,1,,,2
102.100.100/34235,0.0,DAR20160202_0330,DAR20160202_0330_0,18Sv4F18Sv4R_v4_eukaryote,,15,,,24
102.100.100/34235,0.0,DAR20160202_0330,DAR20160202_0330_0,27f519r_bacteria,,,,1,
102.100.100/34236,0.0,DAR20160202_0630,DAR20160202_0630_0,18Sv4F18Sv4R_v4_eukaryote,,8,,,14
102.100.100/34239,17.0,DAR20160202_0630,DAR20160202_0630_17,18Sv4F18Sv4R_v4_eukaryote,,4,,,12
102.100.100/34240,0.0,YON20160321,YON20160321_0,27f519r_bacteria,,,,84,
102.100.100/34241,10.0,YON20160321,YON20160321_10,18Sv4F18Sv4R_v4_eukaryote,,,2,,2
102.100.100/34241,10.0,YON20160321,YON20160321_10,27f519r_bacteria,,,,30,
102.100.100/34242,26.0,YON20160321,YON20160321_26,18Sv4F18Sv4R_v4_eukaryote,,,,,5
102.100.100/34242,26.0,YON20160321,YON20160321_26,27f519r_bacteria,,,,27,
102.100.100/34244,0.0,NSI20160412,NSI20160412_0,18Sv4F18Sv4R_v4_eukaryote,,,16,,4
102.100.100/34244,0.0,NSI20160412,NSI20160412_0,27f519r_bacteria,,,,40,
102.100.100/34245,10.0,NSI20160412,NSI20160412_10,18Sv4F18Sv4R_v4_eukaryote,,,16,,
102.100.100/34245,10.0,NSI20160412,NSI20160412_10,27f519r_bacteria,,,,262,
102.100.100/34246,20.0,NSI20160412,NSI20160412_20,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/34246,20.0,NSI20160412,NSI20160412_20,27f519r_bacteria,,,,66,
102.100.100/34247,30.0,NSI20160412,NSI20160412_30,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/34247,30.0,NSI20160412,NSI20160412_30,27f519r_bacteria,,,,52,
102.100.100/34248,40.0,NSI20160412,NSI20160412_40,18Sv4F18Sv4R_v4_eukaryote,1,,3,,
102.100.100/34248,40.0,NSI20160412,NSI20160412_40,27f519r_bacteria,,,,3,
102.100.100/34249,50.0,NSI20160412,NSI20160412_50,27f519r_bacteria,,,,9,
102.100.100/34250,0.0,NSI20160517,NSI20160517_0,18Sv4F18Sv4R_v4_eukaryote,,,18,,
102.100.100/34250,0.0,NSI20160517,NSI20160517_0,27f519r_bacteria,,,,21,
102.100.100/34251,10.0,NSI20160517,NSI20160517_10,18Sv4F18Sv4R_v4_eukaryote,,,15,,
102.100.100/34251,10.0,NSI20160517,NSI20160517_10,27f519r_bacteria,,,,28,
102.100.100/34252,20.0,NSI20160517,NSI20160517_20,18Sv4F18Sv4R_v4_eukaryote,,,23,,
102.100.100/34252,20.0,NSI20160517,NSI20160517_20,27f519r_bacteria,,,,7,
102.100.100/34253,30.0,NSI20160517,NSI20160517_30,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34253,30.0,NSI20160517,NSI20160517_30,27f519r_bacteria,,,,13,
102.100.100/34268,0.0,MAI20160530,MAI20160530_0,18Sv4F18Sv4R_v4_eukaryote,,4,6,,14
102.100.100/34269,10.0,MAI20160530,MAI20160530_10,18Sv4F18Sv4R_v4_eukaryote,,2,8,,119
102.100.100/34270,20.0,MAI20160530,MAI20160530_20,18Sv4F18Sv4R_v4_eukaryote,,,,,26
102.100.100/34270,20.0,MAI20160530,MAI20160530_20,27f519r_bacteria,,,,1,
102.100.100/34271,50.0,MAI20160530,MAI20160530_50,18Sv4F18Sv4R_v4_eukaryote,,,7,,15
102.100.100/34272,75.0,MAI20160530,MAI20160530_75,18Sv4F18Sv4R_v4_eukaryote,,2,1,,14
102.100.100/34273,85.0,MAI20160530,MAI20160530_85,18Sv4F18Sv4R_v4_eukaryote,,3,4,,51
102.100.100/34307,0.0,DAR20160530,DAR20160530_0,18Sv4F18Sv4R_v4_eukaryote,,9,,,10
102.100.100/34308,10.0,DAR20160530,DAR20160530_10,18Sv4F18Sv4R_v4_eukaryote,,1,1,,4
102.100.100/34309,15.0,DAR20160530,DAR20160530_15,18Sv4F18Sv4R_v4_eukaryote,,,,,3
102.100.100/34310,0.0,KAI20160525,KAI20160525_0,18Sv4F18Sv4R_v4_eukaryote,,,11,,
102.100.100/34311,10.0,KAI20160525,KAI20160525_10,18Sv4F18Sv4R_v4_eukaryote,,,17,,
102.100.100/34312,20.0,KAI20160525,KAI20160525_20,18Sv4F18Sv4R_v4_eukaryote,,,12,,
102.100.100/34313,50.0,KAI20160525,KAI20160525_50,18Sv4F18Sv4R_v4_eukaryote,,,20,,
102.100.100/34314,75.0,KAI20160525,KAI20160525_75,18Sv4F18Sv4R_v4_eukaryote,,,11,,
102.100.100/34315,100.0,KAI20160525,KAI20160525_100,18Sv4F18Sv4R_v4_eukaryote,,,21,,
102.100.100/34710,0.0,ROT20160527,ROT20160527_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/34710,0.0,ROT20160527,ROT20160527_0,27f519r_bacteria,,,,15,
102.100.100/34711,10.0,ROT20160527,ROT20160527_10,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/34711,10.0,ROT20160527,ROT20160527_10,27f519r_bacteria,,,,15,
102.100.100/34712,20.0,ROT20160527,ROT20160527_20,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34712,20.0,ROT20160527,ROT20160527_20,27f519r_bacteria,,,,7,
102.100.100/34713,30.0,ROT20160527,ROT20160527_30,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34713,30.0,ROT20160527,ROT20160527_30,27f519r_bacteria,,,,17,
102.100.100/34714,40.0,ROT20160527,ROT20160527_40,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34714,40.0,ROT20160527,ROT20160527_40,27f519r_bacteria,,,,4,
102.100.100/34715,47.0,ROT20160527,ROT20160527_47,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/34715,47.0,ROT20160527,ROT20160527_47,27f519r_bacteria,,,,1,
102.100.100/34717,10.0,ROT20160621,ROT20160621_10,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/34718,20.0,ROT20160621,ROT20160621_20,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34719,30.0,ROT20160621,ROT20160621_30,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34720,40.0,ROT20160621,ROT20160621_40,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34721,46.0,ROT20160621,ROT20160621_46,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/34722,0.0,ROT20161004,ROT20161004_0,18Sv4F18Sv4R_v4_eukaryote,,,11,,
102.100.100/34722,0.0,ROT20161004,ROT20161004_0,27f519r_bacteria,,,,1,
102.100.100/34723,10.0,ROT20161004,ROT20161004_10,18Sv4F18Sv4R_v4_eukaryote,,,11,,1
102.100.100/34724,20.0,ROT20161004,ROT20161004_20,18Sv4F18Sv4R_v4_eukaryote,,3,13,,1
102.100.100/34725,30.0,ROT20161004,ROT20161004_30,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/34726,40.0,ROT20161004,ROT20161004_40,18Sv4F18Sv4R_v4_eukaryote,,1,17,,
102.100.100/34727,46.0,ROT20161004,ROT20161004_46,18Sv4F18Sv4R_v4_eukaryote,,1,15,,
102.100.100/34728,0.0,ROT20161024,ROT20161024_0,18Sv4F18Sv4R_v4_eukaryote,,,13,,
102.100.100/34728,0.0,ROT20161024,ROT20161024_0,27f519r_bacteria,,,,74,
102.100.100/34729,10.0,ROT20161024,ROT20161024_10,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34730,20.0,ROT20161024,ROT20161024_20,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/34730,20.0,ROT20161024,ROT20161024_20,27f519r_bacteria,,,,30,
102.100.100/34731,30.0,ROT20161024,ROT20161024_30,18Sv4F18Sv4R_v4_eukaryote,,,17,,
102.100.100/34731,30.0,ROT20161024,ROT20161024_30,27f519r_bacteria,,,,4,
102.100.100/34732,40.0,ROT20161024,ROT20161024_40,18Sv4F18Sv4R_v4_eukaryote,,,25,,
102.100.100/34733,46.0,ROT20161024,ROT20161024_46,18Sv4F18Sv4R_v4_eukaryote,,,57,,
102.100.100/34734,0.0,ROT20161114,ROT20161114_0,18Sv4F18Sv4R_v4_eukaryote,,,38,,5
102.100.100/34734,0.0,ROT20161114,ROT20161114_0,27f519r_bacteria,,,,1,
102.100.100/34736,20.0,ROT20161114,ROT20161114_20,18Sv4F18Sv4R_v4_eukaryote,,,67,,
102.100.100/34736,20.0,ROT20161114,ROT20161114_20,27f519r_bacteria,,,,1,
102.100.100/34737,30.0,ROT20161114,ROT20161114_30,18Sv4F18Sv4R_v4_eukaryote,,,37,,
102.100.100/34737,30.0,ROT20161114,ROT20161114_30,27f519r_bacteria,,,,5,
102.100.100/34738,40.0,ROT20161114,ROT20161114_40,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/34738,40.0,ROT20161114,ROT20161114_40,27f519r_bacteria,,,,1,
102.100.100/34739,46.0,ROT20161114,ROT20161114_46,18Sv4F18Sv4R_v4_eukaryote,,,64,,
102.100.100/34741,10.0,YON20160601,YON20160601_10,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/34744,0.0,YON20160624,YON20160624_0,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/34744,0.0,YON20160624,YON20160624_0,27f519r_bacteria,,,,177,
102.100.100/34745,10.0,YON20160624,YON20160624_10,27f519r_bacteria,,,,62,
102.100.100/34746,20.0,YON20160624,YON20160624_20,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/34747,26.0,YON20160624,YON20160624_26,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34747,26.0,YON20160624,YON20160624_26,27f519r_bacteria,,,,1,
102.100.100/34752,0.0,YON20160927,YON20160927_0,18Sv4F18Sv4R_v4_eukaryote,,,40,,
102.100.100/34752,0.0,YON20160927,YON20160927_0,27f519r_bacteria,,,,286,
102.100.100/34753,10.0,YON20160927,YON20160927_10,18Sv4F18Sv4R_v4_eukaryote,,,64,,
102.100.100/34753,10.0,YON20160927,YON20160927_10,27f519r_bacteria,,,,29,
102.100.100/34754,20.0,YON20160927,YON20160927_20,18Sv4F18Sv4R_v4_eukaryote,,,62,,5
102.100.100/34754,20.0,YON20160927,YON20160927_20,27f519r_bacteria,,,,1,
102.100.100/34755,26.0,YON20160927,YON20160927_26,18Sv4F18Sv4R_v4_eukaryote,,,36,,
102.100.100/34755,26.0,YON20160927,YON20160927_26,27f519r_bacteria,,,,16,
102.100.100/34756,0.0,YON20161012,YON20161012_0,18Sv4F18Sv4R_v4_eukaryote,,,12,,5
102.100.100/34756,0.0,YON20161012,YON20161012_0,27f519r_bacteria,,,,198,
102.100.100/34757,10.0,YON20161012,YON20161012_10,18Sv4F18Sv4R_v4_eukaryote,,,17,,1
